Question,PlainTextAnswer,MLAI's ChatGPT Responses
Do we need to give acknowledgement copy of the conversion request letter to customer?,Yes you will have to sign and stamp the conversion request letter and post that copy of the same has to be given to customer,
In partly disbursed cases if customer does part payment then whether the effect is given on tenure or on EMI?,In partly disbursed cases as customer is paying PEMI and not EMI and hence the effect is neither given on tenure nor on EMI only the principal amount gets reduced,
Do we charge prepayment charges if the applicant/co-applicant is HUF/proprietorship firm?,Yes prepayment charges would be applicable,
What is the process for part payment effect cases where customer does not provide the effect details on mail neither he visits branch for the same?,In such scenario the effect has to be given on tenure,
Is the Pre-approved loan document set to be signed only by the applicant or all applicants and co-applicants?,The loan document set has to be signed and executed by all the applicants and co-applicants in the base loan on which the Top-up offer has been generated.,
"Can we fund, a property owned by a partnership firm?","A Partnership is not a legal entity and the name of the partnership firm is only a collective expression representing all the partners constituting the firm. A transfer of property can only be made by or in favor of a legal or juridical person as provided in Section 5 of the Transfer of Property Act.In view of the above, it is advisable to seek legal opinion from CLG team and decision to be taken on case to case basis.",
How many technical reports are required for Top up loan more than original loan amount?,"Any Top up loan, which exceeds 100% of the original sanction amount of Parent HL/OPL, acquires the nature of a HEL and all norms applicable to HEL, becomes applicable to it. Accordingly, two valuation will be required, where the loan amount (Cumulative exposure on Property) is more than 10 million (20 million for Mumbai,MMR and Delhi NCR) else one technical valuation is required provided valuation is done by internal MVG team. Else, 2 technical report is required. Refer section 4 (31) of the OG.",
"Can we collect additional collateral to provide higher amount,under ECLGS scheme","No, there is no provision of adding additional collateral to provide higher loan amount, under ECLGS scheme",
Applicant not residing,Please make sure the address where applicant is currently residing. One address proof is required for that address. Recheck with applicant,
I'm unable to log in to my online banking account - what should I do?,"Call us on 069 25510678 (Calls to this number use free plan minutes if available, otherwise they cost the same as 01/02 prefix calls) and we will help you.",
What is LAP PQ?,"<p><img src=""https://assetknowledge.icicibank.com/download/attachments/8882566/image2018-9-11_16-56-14.png?version=1&amp;modificationDate=1536665646673&amp;api=v2"" /></p>",
In case of death is the loan closure date from the death date or from the intimation date?,Loan closure date will be from the death date.,
Whether obligation will be considered when Partner has provided guarantee for loans obtained by other sister concern hence some loans are shown in “guarantor capacity” in consumer CIBIL of partner (Sister concern is not taken as co applicant) ?,"Yes, said obligation can be ignored.",
Cost of Property,Cost Of Property:The COP is the cost of property that is arrived on by the following method Market Value (MV) Property value as per the prevailing market rate in the locality.,
What is Capping for maximum payout for connector?,The maximum Payout per case is capped at ₹5 lacs.,
Which notice periods have to be considered?,There are no notice periods for a savings account.,
"What are the checks required to be done by credit team,In ECLGS scheme?","Following credit checks are applicable for PQ cases – Any PDD pending for parent loan Eligible loan amount basis LTV calculationFor PA Cases, these checks are not required.",
